group	Database	PPI count
random control BioGRID	BioGRID	5
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	7
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	7
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	6
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	7
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	7
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	8
random control BioGRID	BioGRID	7
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	11
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	6
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	5
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	6
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	13
random control BioGRID	BioGRID	8
random control BioGRID	BioGRID	5
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	6
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	5
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	5
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	6
random control BioGRID	BioGRID	9
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	5
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	6
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	8
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	8
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	10
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	5
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	9
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	32
random control BioGRID	BioGRID	6
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	7
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	5
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	5
random control BioGRID	BioGRID	5
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	7
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	6
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	6
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	6
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	8
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	18
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	6
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	5
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	5
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	4
random control BioGRID	BioGRID	5
random control BioGRID	BioGRID	2
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	1
random control BioGRID	BioGRID	0
random control BioGRID	BioGRID	3
random control BioGRID	BioGRID	3
treat STRING	STRING	220
random control STRING	STRING	20
random control STRING	STRING	58
random control STRING	STRING	54
random control STRING	STRING	36
random control STRING	STRING	32
random control STRING	STRING	34
random control STRING	STRING	53
random control STRING	STRING	44
random control STRING	STRING	46
random control STRING	STRING	30
random control STRING	STRING	16
random control STRING	STRING	24
random control STRING	STRING	18
random control STRING	STRING	20
random control STRING	STRING	36
random control STRING	STRING	36
random control STRING	STRING	24
random control STRING	STRING	28
random control STRING	STRING	28
random control STRING	STRING	44
random control STRING	STRING	12
random control STRING	STRING	16
random control STRING	STRING	22
random control STRING	STRING	22
random control STRING	STRING	18
random control STRING	STRING	28
random control STRING	STRING	26
random control STRING	STRING	20
random control STRING	STRING	54
random control STRING	STRING	26
random control STRING	STRING	12
random control STRING	STRING	40
random control STRING	STRING	8
random control STRING	STRING	36
random control STRING	STRING	20
random control STRING	STRING	26
random control STRING	STRING	32
random control STRING	STRING	14
random control STRING	STRING	30
random control STRING	STRING	58
random control STRING	STRING	38
random control STRING	STRING	64
random control STRING	STRING	26
random control STRING	STRING	30
random control STRING	STRING	34
random control STRING	STRING	26
random control STRING	STRING	26
random control STRING	STRING	32
random control STRING	STRING	38
random control STRING	STRING	16
random control STRING	STRING	26
random control STRING	STRING	16
random control STRING	STRING	54
random control STRING	STRING	20
random control STRING	STRING	10
random control STRING	STRING	48
random control STRING	STRING	24
random control STRING	STRING	46
random control STRING	STRING	42
random control STRING	STRING	50
random control STRING	STRING	34
random control STRING	STRING	40
random control STRING	STRING	36
random control STRING	STRING	24
random control STRING	STRING	18
random control STRING	STRING	32
random control STRING	STRING	20
random control STRING	STRING	38
random control STRING	STRING	40
random control STRING	STRING	32
random control STRING	STRING	40
random control STRING	STRING	30
random control STRING	STRING	58
random control STRING	STRING	24
random control STRING	STRING	12
random control STRING	STRING	30
random control STRING	STRING	26
random control STRING	STRING	24
random control STRING	STRING	48
random control STRING	STRING	42
random control STRING	STRING	16
random control STRING	STRING	28
random control STRING	STRING	20
random control STRING	STRING	34
random control STRING	STRING	22
random control STRING	STRING	12
random control STRING	STRING	42
random control STRING	STRING	24
random control STRING	STRING	18
random control STRING	STRING	60
random control STRING	STRING	42
random control STRING	STRING	26
random control STRING	STRING	36
random control STRING	STRING	42
random control STRING	STRING	32
random control STRING	STRING	32
random control STRING	STRING	48
random control STRING	STRING	34
random control STRING	STRING	34
random control STRING	STRING	30
random control STRING	STRING	22
random control STRING	STRING	32
random control STRING	STRING	54
random control STRING	STRING	30
random control STRING	STRING	22
random control STRING	STRING	38
random control STRING	STRING	30
random control STRING	STRING	52
random control STRING	STRING	34
random control STRING	STRING	48
random control STRING	STRING	54
random control STRING	STRING	86
random control STRING	STRING	34
random control STRING	STRING	28
random control STRING	STRING	60
random control STRING	STRING	22
random control STRING	STRING	20
random control STRING	STRING	16
random control STRING	STRING	50
random control STRING	STRING	26
random control STRING	STRING	46
random control STRING	STRING	16
random control STRING	STRING	28
random control STRING	STRING	30
random control STRING	STRING	44
random control STRING	STRING	38
random control STRING	STRING	30
random control STRING	STRING	24
random control STRING	STRING	14
random control STRING	STRING	56
random control STRING	STRING	22
random control STRING	STRING	42
random control STRING	STRING	38
random control STRING	STRING	36
random control STRING	STRING	12
random control STRING	STRING	58
random control STRING	STRING	18
random control STRING	STRING	42
random control STRING	STRING	46
random control STRING	STRING	46
random control STRING	STRING	26
random control STRING	STRING	30
random control STRING	STRING	46
random control STRING	STRING	22
random control STRING	STRING	44
random control STRING	STRING	48
random control STRING	STRING	32
random control STRING	STRING	12
random control STRING	STRING	20
random control STRING	STRING	38
random control STRING	STRING	58
random control STRING	STRING	26
random control STRING	STRING	30
random control STRING	STRING	62
random control STRING	STRING	30
random control STRING	STRING	60
random control STRING	STRING	28
random control STRING	STRING	22
random control STRING	STRING	14
random control STRING	STRING	28
random control STRING	STRING	30
random control STRING	STRING	24
random control STRING	STRING	22
random control STRING	STRING	24
random control STRING	STRING	24
random control STRING	STRING	42
random control STRING	STRING	32
random control STRING	STRING	98
random control STRING	STRING	38
random control STRING	STRING	26
random control STRING	STRING	34
random control STRING	STRING	24
random control STRING	STRING	18
random control STRING	STRING	26
random control STRING	STRING	38
random control STRING	STRING	42
random control STRING	STRING	26
random control STRING	STRING	38
random control STRING	STRING	20
random control STRING	STRING	54
random control STRING	STRING	17
random control STRING	STRING	66
random control STRING	STRING	36
random control STRING	STRING	64
random control STRING	STRING	24
random control STRING	STRING	20
random control STRING	STRING	50
random control STRING	STRING	26
random control STRING	STRING	4
random control STRING	STRING	16
random control STRING	STRING	20
random control STRING	STRING	26
random control STRING	STRING	56
random control STRING	STRING	28
random control STRING	STRING	76
random control STRING	STRING	58
random control STRING	STRING	24
random control STRING	STRING	36
random control STRING	STRING	34
random control STRING	STRING	44
random control STRING	STRING	68
random control STRING	STRING	26
random control STRING	STRING	36
random control STRING	STRING	46
random control STRING	STRING	46
random control STRING	STRING	48
random control STRING	STRING	36
random control STRING	STRING	18
random control STRING	STRING	42
random control STRING	STRING	52
random control STRING	STRING	58
random control STRING	STRING	46
random control STRING	STRING	68
random control STRING	STRING	18
random control STRING	STRING	28
random control STRING	STRING	46
random control STRING	STRING	16
random control STRING	STRING	50
random control STRING	STRING	30
random control STRING	STRING	36
random control STRING	STRING	38
random control STRING	STRING	22
random control STRING	STRING	36
random control STRING	STRING	66
random control STRING	STRING	48
random control STRING	STRING	42
random control STRING	STRING	34
random control STRING	STRING	30
random control STRING	STRING	27
random control STRING	STRING	48
random control STRING	STRING	19
random control STRING	STRING	62
random control STRING	STRING	10
random control STRING	STRING	22
random control STRING	STRING	30
random control STRING	STRING	36
random control STRING	STRING	20
random control STRING	STRING	72
random control STRING	STRING	32
random control STRING	STRING	36
random control STRING	STRING	10
random control STRING	STRING	56
random control STRING	STRING	24
random control STRING	STRING	26
random control STRING	STRING	22
random control STRING	STRING	20
random control STRING	STRING	24
random control STRING	STRING	26
random control STRING	STRING	8
random control STRING	STRING	32
random control STRING	STRING	18
random control STRING	STRING	14
random control STRING	STRING	22
random control STRING	STRING	62
random control STRING	STRING	32
random control STRING	STRING	38
random control STRING	STRING	24
random control STRING	STRING	36
random control STRING	STRING	34
random control STRING	STRING	38
random control STRING	STRING	20
random control STRING	STRING	28
random control STRING	STRING	32
random control STRING	STRING	6
random control STRING	STRING	20
random control STRING	STRING	32
random control STRING	STRING	24
random control STRING	STRING	32
random control STRING	STRING	34
random control STRING	STRING	22
random control STRING	STRING	36
random control STRING	STRING	46
random control STRING	STRING	40
random control STRING	STRING	35
random control STRING	STRING	36
random control STRING	STRING	18
random control STRING	STRING	22
random control STRING	STRING	38
random control STRING	STRING	42
random control STRING	STRING	34
random control STRING	STRING	36
random control STRING	STRING	22
random control STRING	STRING	26
random control STRING	STRING	66
random control STRING	STRING	28
random control STRING	STRING	36
random control STRING	STRING	12
random control STRING	STRING	32
random control STRING	STRING	32
random control STRING	STRING	40
random control STRING	STRING	38
random control STRING	STRING	44
random control STRING	STRING	20
random control STRING	STRING	28
random control STRING	STRING	24
random control STRING	STRING	44
random control STRING	STRING	40
random control STRING	STRING	26
random control STRING	STRING	36
random control STRING	STRING	44
random control STRING	STRING	74
random control STRING	STRING	28
random control STRING	STRING	46
random control STRING	STRING	18
random control STRING	STRING	18
random control STRING	STRING	20
random control STRING	STRING	32
random control STRING	STRING	18
random control STRING	STRING	47
random control STRING	STRING	30
random control STRING	STRING	30
random control STRING	STRING	42
random control STRING	STRING	34
random control STRING	STRING	42
random control STRING	STRING	52
random control STRING	STRING	60
random control STRING	STRING	26
random control STRING	STRING	30
random control STRING	STRING	28
random control STRING	STRING	56
random control STRING	STRING	32
