group	Database	PPI count
random control STRING	STRING	36
random control STRING	STRING	32
random control STRING	STRING	40
random control STRING	STRING	23
random control STRING	STRING	38
random control STRING	STRING	34
random control STRING	STRING	20
random control STRING	STRING	44
random control STRING	STRING	36
random control STRING	STRING	14
random control STRING	STRING	30
random control STRING	STRING	54
random control STRING	STRING	28
random control STRING	STRING	32
random control STRING	STRING	58
random control STRING	STRING	60
random control STRING	STRING	10
random control STRING	STRING	30
random control STRING	STRING	48
random control STRING	STRING	36
random control STRING	STRING	50
random control STRING	STRING	42
random control STRING	STRING	56
random control STRING	STRING	24
random control STRING	STRING	34
random control STRING	STRING	20
random control STRING	STRING	18
random control STRING	STRING	28
random control STRING	STRING	30
random control STRING	STRING	64
random control STRING	STRING	34
random control STRING	STRING	44
random control STRING	STRING	44
random control STRING	STRING	36
random control STRING	STRING	20
random control STRING	STRING	34
random control STRING	STRING	30
random control STRING	STRING	44
random control STRING	STRING	24
random control STRING	STRING	26
random control STRING	STRING	38
random control STRING	STRING	42
random control STRING	STRING	32
random control STRING	STRING	94
random control STRING	STRING	52
random control STRING	STRING	48
random control STRING	STRING	24
random control STRING	STRING	26
random control STRING	STRING	26
random control STRING	STRING	22
random control STRING	STRING	30
random control STRING	STRING	24
random control STRING	STRING	62
random control STRING	STRING	44
random control STRING	STRING	18
random control STRING	STRING	20
random control STRING	STRING	36
random control STRING	STRING	18
random control STRING	STRING	20
random control STRING	STRING	44
random control STRING	STRING	10
random control STRING	STRING	34
random control STRING	STRING	38
random control STRING	STRING	36
random control STRING	STRING	20
random control STRING	STRING	38
random control STRING	STRING	56
random control STRING	STRING	30
random control STRING	STRING	42
random control STRING	STRING	16
random control STRING	STRING	30
random control STRING	STRING	26
random control STRING	STRING	36
random control STRING	STRING	32
random control STRING	STRING	22
random control STRING	STRING	24
random control STRING	STRING	46
random control STRING	STRING	88
random control STRING	STRING	12
random control STRING	STRING	36
random control STRING	STRING	50
random control STRING	STRING	32
random control STRING	STRING	40
random control STRING	STRING	46
random control STRING	STRING	22
random control STRING	STRING	34
random control STRING	STRING	14
random control STRING	STRING	28
random control STRING	STRING	42
random control STRING	STRING	28
random control STRING	STRING	26
random control STRING	STRING	38
random control STRING	STRING	18
random control STRING	STRING	40
random control STRING	STRING	22
random control STRING	STRING	48
random control STRING	STRING	52
random control STRING	STRING	40
random control STRING	STRING	48
random control STRING	STRING	58
random control STRING	STRING	22
random control STRING	STRING	32
random control STRING	STRING	22
random control STRING	STRING	38
random control STRING	STRING	34
random control STRING	STRING	24
random control STRING	STRING	10
random control STRING	STRING	62
random control STRING	STRING	64
random control STRING	STRING	26
random control STRING	STRING	36
random control STRING	STRING	24
random control STRING	STRING	54
random control STRING	STRING	28
random control STRING	STRING	58
random control STRING	STRING	24
random control STRING	STRING	36
random control STRING	STRING	44
random control STRING	STRING	36
random control STRING	STRING	64
random control STRING	STRING	32
random control STRING	STRING	12
random control STRING	STRING	24
random control STRING	STRING	14
random control STRING	STRING	16
random control STRING	STRING	64
random control STRING	STRING	48
random control STRING	STRING	48
random control STRING	STRING	50
random control STRING	STRING	26
random control STRING	STRING	18
random control STRING	STRING	20
random control STRING	STRING	26
random control STRING	STRING	40
random control STRING	STRING	26
random control STRING	STRING	24
random control STRING	STRING	28
random control STRING	STRING	24
random control STRING	STRING	18
random control STRING	STRING	70
random control STRING	STRING	46
random control STRING	STRING	36
random control STRING	STRING	48
random control STRING	STRING	28
random control STRING	STRING	38
random control STRING	STRING	28
random control STRING	STRING	20
random control STRING	STRING	78
random control STRING	STRING	20
random control STRING	STRING	58
random control STRING	STRING	20
random control STRING	STRING	30
random control STRING	STRING	60
random control STRING	STRING	30
random control STRING	STRING	42
random control STRING	STRING	36
random control STRING	STRING	40
random control STRING	STRING	38
random control STRING	STRING	38
random control STRING	STRING	32
random control STRING	STRING	24
random control STRING	STRING	38
random control STRING	STRING	24
random control STRING	STRING	26
random control STRING	STRING	28
random control STRING	STRING	50
random control STRING	STRING	36
random control STRING	STRING	42
random control STRING	STRING	44
random control STRING	STRING	30
random control STRING	STRING	38
random control STRING	STRING	32
random control STRING	STRING	62
random control STRING	STRING	18
random control STRING	STRING	38
random control STRING	STRING	52
random control STRING	STRING	30
random control STRING	STRING	24
random control STRING	STRING	14
random control STRING	STRING	24
random control STRING	STRING	60
random control STRING	STRING	24
random control STRING	STRING	48
random control STRING	STRING	54
random control STRING	STRING	30
random control STRING	STRING	16
random control STRING	STRING	50
random control STRING	STRING	48
random control STRING	STRING	42
random control STRING	STRING	30
random control STRING	STRING	22
random control STRING	STRING	26
random control STRING	STRING	32
random control STRING	STRING	36
random control STRING	STRING	30
random control STRING	STRING	20
random control STRING	STRING	16
random control STRING	STRING	48
random control STRING	STRING	22
random control STRING	STRING	16
random control STRING	STRING	42
random control STRING	STRING	24
random control STRING	STRING	36
random control STRING	STRING	60
random control STRING	STRING	30
random control STRING	STRING	28
random control STRING	STRING	26
random control STRING	STRING	22
random control STRING	STRING	30
random control STRING	STRING	28
random control STRING	STRING	32
random control STRING	STRING	46
random control STRING	STRING	28
random control STRING	STRING	18
random control STRING	STRING	22
random control STRING	STRING	36
random control STRING	STRING	34
random control STRING	STRING	18
random control STRING	STRING	52
random control STRING	STRING	60
random control STRING	STRING	18
random control STRING	STRING	36
random control STRING	STRING	28
random control STRING	STRING	98
random control STRING	STRING	52
random control STRING	STRING	32
random control STRING	STRING	30
random control STRING	STRING	56
random control STRING	STRING	52
random control STRING	STRING	62
random control STRING	STRING	48
random control STRING	STRING	32
random control STRING	STRING	30
random control STRING	STRING	24
random control STRING	STRING	84
random control STRING	STRING	40
random control STRING	STRING	36
random control STRING	STRING	14
random control STRING	STRING	30
random control STRING	STRING	38
random control STRING	STRING	18
random control STRING	STRING	74
random control STRING	STRING	54
random control STRING	STRING	46
random control STRING	STRING	32
random control STRING	STRING	40
random control STRING	STRING	40
random control STRING	STRING	32
random control STRING	STRING	50
random control STRING	STRING	24
random control STRING	STRING	24
random control STRING	STRING	34
random control STRING	STRING	52
random control STRING	STRING	34
random control STRING	STRING	56
random control STRING	STRING	76
random control STRING	STRING	28
random control STRING	STRING	42
random control STRING	STRING	38
random control STRING	STRING	28
random control STRING	STRING	34
random control STRING	STRING	36
random control STRING	STRING	30
random control STRING	STRING	38
random control STRING	STRING	42
random control STRING	STRING	22
random control STRING	STRING	58
random control STRING	STRING	18
random control STRING	STRING	42
random control STRING	STRING	26
random control STRING	STRING	26
random control STRING	STRING	16
random control STRING	STRING	44
random control STRING	STRING	50
random control STRING	STRING	42
random control STRING	STRING	44
random control STRING	STRING	26
random control STRING	STRING	30
random control STRING	STRING	50
random control STRING	STRING	34
random control STRING	STRING	26
random control STRING	STRING	40
random control STRING	STRING	56
random control STRING	STRING	40
random control STRING	STRING	8
random control STRING	STRING	22
random control STRING	STRING	24
random control STRING	STRING	50
random control STRING	STRING	92
random control STRING	STRING	32
random control STRING	STRING	22
random control STRING	STRING	34
random control STRING	STRING	24
random control STRING	STRING	22
random control STRING	STRING	28
random control STRING	STRING	34
random control STRING	STRING	54
random control STRING	STRING	22
random control STRING	STRING	40
random control STRING	STRING	34
random control STRING	STRING	62
random control STRING	STRING	32
random control STRING	STRING	60
random control STRING	STRING	28
random control STRING	STRING	24
random control STRING	STRING	34
random control STRING	STRING	52
random control STRING	STRING	32
random control STRING	STRING	32
random control STRING	STRING	60
random control STRING	STRING	16
random control STRING	STRING	32
random control STRING	STRING	38
random control STRING	STRING	30
random control STRING	STRING	18
random control STRING	STRING	18
random control STRING	STRING	32
random control STRING	STRING	20
random control STRING	STRING	24
random control STRING	STRING	12
random control STRING	STRING	52
random control STRING	STRING	24
random control STRING	STRING	32
random control STRING	STRING	58
random control STRING	STRING	36
random control STRING	STRING	26
random control STRING	STRING	36
random control STRING	STRING	20
random control STRING	STRING	36
random control STRING	STRING	40
random control STRING	STRING	24
random control STRING	STRING	14
random control STRING	STRING	30
random control STRING	STRING	18
random control STRING	STRING	42
random control STRING	STRING	52
random control STRING	STRING	36
random control STRING	STRING	34
random control STRING	STRING	38
random control STRING	STRING	26
random control STRING	STRING	6
random control STRING	STRING	54
random control STRING	STRING	34
random control STRING	STRING	24
random control STRING	STRING	86
random control STRING	STRING	44
random control STRING	STRING	30
random control STRING	STRING	28
random control STRING	STRING	26
random control STRING	STRING	34
random control STRING	STRING	44
random control STRING	STRING	30
random control STRING	STRING	44
random control STRING	STRING	32
random control STRING	STRING	66
random control STRING	STRING	26
random control STRING	STRING	56
random control STRING	STRING	38
random control STRING	STRING	26
random control STRING	STRING	50
random control STRING	STRING	34
random control STRING	STRING	38
random control STRING	STRING	40
random control STRING	STRING	32
random control STRING	STRING	54
random control STRING	STRING	34
random control STRING	STRING	54
random control STRING	STRING	40
random control STRING	STRING	12
random control STRING	STRING	28
random control STRING	STRING	26
random control STRING	STRING	12
random control STRING	STRING	32
random control STRING	STRING	24
random control STRING	STRING	36
random control STRING	STRING	42
random control STRING	STRING	48
random control STRING	STRING	26
random control STRING	STRING	42
random control STRING	STRING	34
random control STRING	STRING	42
random control STRING	STRING	24
random control STRING	STRING	38
random control STRING	STRING	32
random control STRING	STRING	22
random control STRING	STRING	46
random control STRING	STRING	16
random control STRING	STRING	16
random control STRING	STRING	22
random control STRING	STRING	32
random control STRING	STRING	20
random control STRING	STRING	16
random control STRING	STRING	36
random control STRING	STRING	30
random control STRING	STRING	28
random control STRING	STRING	22
random control STRING	STRING	16
random control STRING	STRING	76
random control STRING	STRING	14
random control STRING	STRING	54
random control STRING	STRING	22
random control STRING	STRING	16
random control STRING	STRING	18
random control STRING	STRING	54
random control STRING	STRING	30
random control STRING	STRING	20
random control STRING	STRING	56
random control STRING	STRING	18
random control STRING	STRING	44
random control STRING	STRING	58
random control STRING	STRING	44
random control STRING	STRING	25
random control STRING	STRING	28
random control STRING	STRING	26
random control STRING	STRING	32
random control STRING	STRING	62
random control STRING	STRING	38
random control STRING	STRING	36
random control STRING	STRING	30
random control STRING	STRING	12
random control STRING	STRING	42
random control STRING	STRING	50
random control STRING	STRING	34
random control STRING	STRING	26
random control STRING	STRING	20
random control STRING	STRING	32
random control STRING	STRING	20
random control STRING	STRING	22
random control STRING	STRING	32
random control STRING	STRING	34
random control STRING	STRING	38
random control STRING	STRING	31
random control STRING	STRING	30
random control STRING	STRING	42
random control STRING	STRING	30
random control STRING	STRING	38
random control STRING	STRING	24
random control STRING	STRING	46
random control STRING	STRING	16
random control STRING	STRING	48
random control STRING	STRING	26
random control STRING	STRING	42
random control STRING	STRING	28
random control STRING	STRING	12
random control STRING	STRING	40
random control STRING	STRING	38
random control STRING	STRING	36
random control STRING	STRING	66
random control STRING	STRING	12
random control STRING	STRING	30
random control STRING	STRING	20
random control STRING	STRING	44
random control STRING	STRING	10
random control STRING	STRING	34
random control STRING	STRING	46
random control STRING	STRING	38
random control STRING	STRING	42
random control STRING	STRING	24
random control STRING	STRING	22
random control STRING	STRING	26
random control STRING	STRING	12
random control STRING	STRING	68
random control STRING	STRING	30
random control STRING	STRING	32
random control STRING	STRING	54
random control STRING	STRING	14
random control STRING	STRING	52
random control STRING	STRING	42
random control STRING	STRING	20
random control STRING	STRING	18
random control STRING	STRING	16
random control STRING	STRING	40
random control STRING	STRING	44
random control STRING	STRING	26
random control STRING	STRING	32
random control STRING	STRING	14
random control STRING	STRING	46
random control STRING	STRING	23
random control STRING	STRING	28
random control STRING	STRING	24
random control STRING	STRING	30
random control STRING	STRING	48
random control STRING	STRING	28
random control STRING	STRING	20
random control STRING	STRING	30
random control STRING	STRING	16
random control STRING	STRING	26
random control STRING	STRING	40
random control STRING	STRING	16
random control STRING	STRING	66
random control STRING	STRING	34
random control STRING	STRING	28
random control STRING	STRING	12
random control STRING	STRING	40
random control STRING	STRING	42
random control STRING	STRING	20
random control STRING	STRING	36
random control STRING	STRING	34
random control STRING	STRING	40
random control STRING	STRING	16
random control STRING	STRING	16
random control STRING	STRING	38
random control STRING	STRING	18
random control STRING	STRING	20
random control STRING	STRING	24
random control STRING	STRING	34
random control STRING	STRING	40
random control STRING	STRING	44
random control STRING	STRING	38
random control STRING	STRING	12
random control STRING	STRING	32
random control STRING	STRING	34
random control STRING	STRING	52
random control STRING	STRING	68
random control STRING	STRING	50
random control STRING	STRING	32
random control STRING	STRING	28
random control STRING	STRING	24
random control STRING	STRING	30
random control STRING	STRING	28
random control STRING	STRING	36
random control STRING	STRING	22
random control STRING	STRING	52
random control STRING	STRING	30
random control STRING	STRING	30
random control STRING	STRING	64
random control STRING	STRING	38
random control STRING	STRING	62
random control STRING	STRING	38
random control STRING	STRING	38
random control STRING	STRING	16
random control STRING	STRING	18
random control STRING	STRING	24
random control STRING	STRING	26
random control STRING	STRING	14
random control STRING	STRING	40
random control STRING	STRING	42
random control STRING	STRING	24
random control STRING	STRING	42
random control STRING	STRING	44
random control STRING	STRING	36
random control STRING	STRING	46
random control STRING	STRING	40
random control STRING	STRING	18
random control STRING	STRING	62
random control STRING	STRING	56
random control STRING	STRING	36
random control STRING	STRING	30
random control STRING	STRING	60
random control STRING	STRING	32
random control STRING	STRING	64
random control STRING	STRING	26
random control STRING	STRING	44
random control STRING	STRING	66
random control STRING	STRING	22
random control STRING	STRING	30
random control STRING	STRING	34
random control STRING	STRING	40
random control STRING	STRING	34
random control STRING	STRING	20
random control STRING	STRING	6
random control STRING	STRING	14
random control STRING	STRING	32
random control STRING	STRING	32
random control STRING	STRING	44
random control STRING	STRING	30
random control STRING	STRING	20
random control STRING	STRING	26
random control STRING	STRING	36
random control STRING	STRING	32
random control STRING	STRING	26
random control STRING	STRING	42
random control STRING	STRING	36
random control STRING	STRING	26
random control STRING	STRING	26
random control STRING	STRING	10
random control STRING	STRING	38
random control STRING	STRING	46
random control STRING	STRING	24
random control STRING	STRING	42
random control STRING	STRING	30
random control STRING	STRING	14
random control STRING	STRING	44
random control STRING	STRING	22
random control STRING	STRING	30
random control STRING	STRING	40
random control STRING	STRING	16
random control STRING	STRING	22
random control STRING	STRING	32
random control STRING	STRING	34
random control STRING	STRING	20
random control STRING	STRING	12
random control STRING	STRING	54
random control STRING	STRING	18
random control STRING	STRING	48
random control STRING	STRING	6
random control STRING	STRING	58
random control STRING	STRING	28
random control STRING	STRING	34
random control STRING	STRING	26
random control STRING	STRING	36
random control STRING	STRING	22
random control STRING	STRING	18
random control STRING	STRING	40
random control STRING	STRING	46
random control STRING	STRING	56
random control STRING	STRING	30
random control STRING	STRING	20
random control STRING	STRING	12
random control STRING	STRING	22
random control STRING	STRING	30
random control STRING	STRING	18
random control STRING	STRING	34
random control STRING	STRING	38
random control STRING	STRING	20
random control STRING	STRING	80
random control STRING	STRING	20
random control STRING	STRING	48
random control STRING	STRING	22
random control STRING	STRING	24
random control STRING	STRING	18
random control STRING	STRING	18
random control STRING	STRING	34
random control STRING	STRING	30
random control STRING	STRING	34
random control STRING	STRING	22
random control STRING	STRING	36
random control STRING	STRING	36
random control STRING	STRING	14
random control STRING	STRING	20
random control STRING	STRING	22
random control STRING	STRING	26
random control STRING	STRING	14
random control STRING	STRING	32
random control STRING	STRING	22
random control STRING	STRING	30
random control STRING	STRING	50
random control STRING	STRING	38
random control STRING	STRING	22
random control STRING	STRING	52
random control STRING	STRING	34
random control STRING	STRING	28
random control STRING	STRING	18
random control STRING	STRING	42
random control STRING	STRING	15
random control STRING	STRING	38
random control STRING	STRING	36
random control STRING	STRING	14
random control STRING	STRING	26
random control STRING	STRING	14
random control STRING	STRING	36
random control STRING	STRING	22
random control STRING	STRING	26
random control STRING	STRING	10
random control STRING	STRING	18
random control STRING	STRING	24
random control STRING	STRING	18
random control STRING	STRING	24
random control STRING	STRING	26
random control STRING	STRING	14
random control STRING	STRING	26
random control STRING	STRING	20
random control STRING	STRING	30
random control STRING	STRING	74
random control STRING	STRING	57
random control STRING	STRING	12
random control STRING	STRING	34
random control STRING	STRING	20
random control STRING	STRING	24
random control STRING	STRING	18
random control STRING	STRING	26
random control STRING	STRING	28
random control STRING	STRING	20
random control STRING	STRING	32
random control STRING	STRING	36
random control STRING	STRING	26
random control STRING	STRING	10
random control STRING	STRING	16
random control STRING	STRING	40
